date,year,month,day,hour,PM2.5,PM10,SO2,NO2,O3,Temprature,Pressure,RAIN
2014-09-12,2014,September,,16,54.0,103.0,6.0,62.0,87.0,23.5,1008.1,0.0
2014-09-12,2014,September,,17,64.0,72.0,5.0,60.0,75.0,22.8,1008.5,0.0
2014-09-12,2014,September,,18,45.0,46.0,6.0,48.0,70.0,21.5,1008.7,0.0
2014-09-12,2014,September,,19,50.0,90.0,4.0,58.0,53.0,21.0,1009.0,0.0
2014-09-12,2014,September,,20,57.0,77.0,3.0,76.0,28.0,21.0,1009.5,0.0
2014-09-12,2014,September,,21,55.0,70.0,4.0,77.0,22.0,21.0,1009.5,0.0
2014-09-12,2014,September,,22,54.0,62.0,4.0,69.0,24.0,20.2,1009.4,0.0
2014-09-12,2014,September,,23,60.0,81.0,4.0,76.0,12.0,19.7,1009.3,0.0
2014-09-13,2014,September,,0,58.0,58.0,4.0,78.0,11.0,19.2,1009.3,0.0
2014-09-13,2014,September,,1,55.0,74.0,4.0,87.0,3.0,18.9,1009.2,0.0
2014-09-13,2014,September,,2,58.0,69.0,3.0,89.0,2.0,18.9,1009.4,0.0
2014-09-13,2014,September,,3,57.0,67.0,3.0,85.0,2.0,19.1,1009.3,0.0
2014-09-13,2014,September,,4,60.0,60.0,4.0,90.0,2.0,19.1,1009.0,0.0
2014-09-13,2014,September,,5,57.0,85.0,4.0,87.0,2.0,19.0,1009.2,0.0
2014-09-13,2014,September,,6,63.0,120.0,2.0,76.0,2.0,19.9,1009.7,0.0
2014-09-13,2014,September,,7,71.0,125.0,2.0,74.0,2.0,21.1,1009.8,0.0
2014-09-13,2014,September,,8,88.0,158.0,3.0,80.0,2.0,22.1,1009.8,0.0
2014-09-13,2014,September,,9,91.0,98.0,5.0,92.0,7.0,24.2,1009.9,0.0
2014-09-13,2014,September,,10,71.0,71.0,12.0,82.0,36.0,25.2,1009.6,0.0
2014-09-13,2014,September,,11,70.0,70.0,15.0,49.0,82.0,26.0,1008.8,0.0
2014-09-13,2014,September,,12,58.0,58.0,15.0,27.0,125.0,26.8,1007.8,0.0
2014-09-13,2014,September,,13,54.0,54.0,13.0,23.0,141.0,27.4,1007.5,0.0
2014-09-13,2014,September,,14,46.0,46.0,11.0,19.0,156.0,27.6,1007.0,0.0
2014-09-13,2014,September,,15,44.0,73.0,11.0,21.0,159.0,27.3,1006.9,0.0
2014-09-13,2014,September,,16,51.0,72.0,9.0,20.0,168.0,26.5,1006.7,0.0
2014-09-13,2014,September,,17,49.0,49.0,9.0,22.0,166.0,25.2,1006.4,0.0
2014-09-13,2014,September,,18,56.0,71.0,8.0,25.0,168.0,24.3,1006.6,0.0
2014-09-13,2014,September,,19,61.0,87.0,8.0,32.0,164.0,23.6,1007.4,0.0
2014-09-13,2014,September,,20,63.0,84.0,9.0,38.0,142.0,23.2,1007.8,0.0
2014-09-13,2014,September,,21,70.0,107.0,10.0,43.0,119.0,22.2,1007.7,0.0
2014-09-13,2014,September,,22,81.0,109.0,10.0,50.0,102.0,20.8,1008.0,0.0
2014-09-13,2014,September,,23,81.0,93.0,8.0,53.0,91.0,20.5,1008.3,0.0
2014-09-14,2014,September,,0,78.0,98.0,8.0,54.0,79.0,19.5,1008.0,0.0
2014-09-14,2014,September,,1,80.0,94.0,7.0,49.0,70.0,19.6,1007.9,0.0
2014-09-14,2014,September,,2,85.0,100.0,5.0,69.0,39.0,20.1,1008.2,0.0
2014-09-14,2014,September,,3,84.0,84.0,4.0,69.0,39.0,19.8,1008.2,0.0
2014-09-14,2014,September,,4,88.0,99.0,5.0,83.0,17.0,19.7,1009.0,0.0
2014-09-14,2014,September,,5,94.0,98.0,4.0,81.0,20.0,19.7,1009.8,0.0
2014-09-14,2014,September,,6,96.0,109.0,5.0,68.0,27.0,19.9,1010.7,0.0
2014-09-14,2014,September,,7,109.0,129.0,7.0,87.0,7.0,20.7,1011.4,0.0
2014-09-14,2014,September,,8,90.0,90.0,6.0,73.0,26.0,22.3,1011.8,0.0
2014-09-14,2014,September,,9,66.0,66.0,5.0,65.0,26.0,22.6,1012.4,0.0
2014-09-14,2014,September,,10,25.0,25.0,2.0,41.0,33.0,22.9,1012.7,0.0
2014-09-14,2014,September,,11,11.0,24.0,2.0,34.0,37.0,22.0,1013.1,0.0
2014-09-14,2014,September,,12,17.0,32.0,2.0,30.0,42.0,21.7,1012.9,0.0
2014-09-14,2014,September,,13,11.0,11.0,2.0,37.0,37.0,22.0,1012.3,0.0
2014-09-14,2014,September,,14,19.0,39.0,2.0,34.0,40.0,22.3,1012.0,0.0
2014-09-14,2014,September,,15,18.0,18.0,2.0,37.0,37.0,22.9,1012.0,0.0
2014-09-14,2014,September,,16,14.0,25.0,2.0,31.0,43.0,21.7,1012.0,0.0
2014-09-14,2014,September,,17,18.0,18.0,2.0,39.0,38.0,19.4,1012.0,0.0
2014-09-14,2014,September,,18,15.0,54.0,2.0,41.0,34.0,17.0,1012.4,0.0
2014-09-14,2014,September,,19,19.0,55.0,2.0,62.0,16.0,16.7,1013.0,0.0
2014-09-14,2014,September,,20,30.0,120.0,2.0,84.0,2.0,16.4,1013.4,0.0
2014-09-14,2014,September,,21,35.0,110.0,3.0,83.0,2.0,15.8,1013.3,0.0
2014-09-14,2014,September,,22,35.0,144.0,2.0,77.0,2.0,15.1,1013.2,0.0
2014-09-14,2014,September,,23,41.0,135.0,3.0,72.0,2.0,14.4,1013.3,0.0
2014-09-15,2014,September,,0,51.0,113.0,2.0,67.0,2.0,14.2,1013.6,0.0
2014-09-15,2014,September,,1,50.0,97.0,2.0,64.0,2.0,14.1,1013.7,0.0
2014-09-15,2014,September,,2,35.0,35.0,3.0,63.0,2.0,14.6,1014.0,0.0
2014-09-15,2014,September,,3,21.0,34.0,3.0,60.0,2.0,14.3,1014.0,0.0
2014-09-15,2014,September,,4,33.0,60.0,2.0,57.0,2.0,14.1,1014.1,0.0
2014-09-15,2014,September,,5,27.0,27.0,2.0,55.0,2.0,14.0,1014.5,0.0
2014-09-15,2014,September,,6,22.0,24.0,2.0,54.0,2.0,14.2,1014.8,0.0
2014-09-15,2014,September,,7,24.0,24.0,3.0,54.0,2.0,18.9,1014.7,0.0
2014-09-15,2014,September,,8,23.0,23.0,14.0,52.0,5.0,21.8,1014.8,0.0
2014-09-15,2014,September,,9,25.0,25.0,19.0,43.0,16.0,23.6,1014.5,0.0
2014-09-15,2014,September,,10,18.0,26.0,12.0,35.0,28.0,26.4,1013.7,0.0
2014-09-15,2014,September,,11,10.0,10.0,8.0,29.0,40.0,27.0,1012.8,0.0
2014-09-15,2014,September,,12,8.0,8.0,2.0,17.0,56.0,27.7,1012.0,0.0
2014-09-15,2014,September,,13,10.0,14.0,2.0,12.0,69.0,27.7,1011.4,0.0
2014-09-15,2014,September,,14,9.0,9.0,2.0,13.0,80.0,28.7,1010.4,0.0
2014-09-15,2014,September,,15,6.0,9.0,2.0,18.0,80.0,27.4,1010.1,0.0
2014-09-15,2014,September,,16,12.0,34.0,2.0,24.0,86.0,26.4,1010.1,0.0
2014-09-15,2014,September,,17,13.0,45.0,2.0,26.0,109.0,24.3,1009.9,0.0
2014-09-15,2014,September,,18,21.0,72.0,2.0,31.0,114.0,23.1,1010.4,0.0
2014-09-15,2014,September,,19,14.0,27.0,2.0,41.0,69.0,21.2,1010.9,0.0
2014-09-15,2014,September,,20,20.0,39.0,2.0,51.0,45.0,20.7,1011.4,0.0
2014-09-15,2014,September,,21,23.0,62.0,2.0,57.0,37.0,19.6,1011.8,0.0
2014-09-15,2014,September,,22,26.0,82.0,5.0,51.0,38.0,16.5,1011.7,0.0
2014-09-15,2014,September,,23,29.0,90.0,4.0,59.0,26.0,14.3,1011.8,0.0
2014-09-16,2014,September,,0,31.0,96.0,4.0,74.0,8.0,13.9,1012.0,0.0
2014-09-16,2014,September,,1,36.0,96.0,3.0,78.0,2.0,14.4,1012.0,0.0
2014-09-16,2014,September,,2,33.0,55.0,4.0,77.0,2.0,14.2,1012.1,0.0
2014-09-16,2014,September,,3,36.0,97.0,5.0,80.0,2.0,14.1,1012.0,0.0
2014-09-16,2014,September,,4,40.0,75.0,6.0,80.0,2.0,13.3,1012.1,0.0
2014-09-16,2014,September,,5,29.0,39.0,4.0,63.0,7.0,13.1,1012.5,0.0
2014-09-16,2014,September,,6,20.0,23.0,3.0,55.0,18.0,14.3,1013.1,0.0
2014-09-16,2014,September,,7,22.0,31.0,4.0,73.0,3.0,17.3,1013.4,0.0
2014-09-16,2014,September,,8,18.0,44.0,4.0,66.0,7.0,18.8,1013.4,0.0
2014-09-16,2014,September,,9,21.0,38.0,4.0,56.0,17.0,20.3,1013.4,0.0
2014-09-16,2014,September,,10,27.0,45.0,3.0,61.0,17.0,20.7,1013.0,0.0
2014-09-16,2014,September,,11,22.0,23.0,3.0,55.0,29.0,21.3,1012.5,0.0
2014-09-16,2014,September,,12,20.0,69.0,4.0,47.0,41.0,21.7,1012.6,0.0
2014-09-16,2014,September,,13,31.0,66.0,3.0,55.0,49.0,21.2,1012.0,0.0
2014-09-16,2014,September,,14,33.0,52.0,3.0,67.0,46.0,20.6,1011.9,0.0
2014-09-16,2014,September,,15,44.0,100.0,5.0,92.0,35.0,20.1,1012.0,0.0
2014-09-16,2014,September,,16,50.0,112.0,5.0,108.0,26.0,19.8,1011.8,0.0
2014-09-16,2014,September,,17,58.0,131.0,7.0,119.0,22.0,19.1,1012.0,0.0
2014-09-16,2014,September,,18,74.0,125.0,8.0,93.0,50.0,18.2,1012.2,0.0
2014-09-16,2014,September,,19,79.0,139.0,7.0,106.0,29.0,19.1,1012.9,0.0
2014-09-16,2014,September,,20,76.0,144.0,9.0,96.0,16.0,18.0,1013.0,0.0
2014-09-16,2014,September,,21,65.0,120.0,7.0,89.0,10.0,18.3,1013.4,0.0
2014-09-16,2014,September,,22,70.0,128.0,8.0,92.0,3.0,17.9,1013.7,0.0
2014-09-16,2014,September,,23,60.0,107.0,5.0,80.0,2.0,17.2,1013.8,0.0
2014-09-17,2014,September,,0,47.0,47.0,4.0,72.0,2.0,16.7,1013.9,0.0
2014-09-17,2014,September,,1,32.0,32.0,3.0,54.0,10.0,17.0,1013.9,0.0
2014-09-17,2014,September,,2,21.0,21.0,2.0,48.0,23.0,15.9,1013.8,0.0
2014-09-17,2014,September,,3,17.0,17.0,2.0,36.0,39.0,15.4,1013.7,0.0
2014-09-17,2014,September,,4,22.0,22.0,2.0,36.0,38.0,15.6,1013.8,0.0
2014-09-17,2014,September,,5,24.0,66.0,2.0,49.0,15.0,15.1,1014.7,0.0
2014-09-17,2014,September,,6,22.0,29.0,2.0,50.0,16.0,15.5,1015.7,0.0
2014-09-17,2014,September,,7,24.0,41.0,2.0,58.0,9.0,16.2,1015.6,0.0
2014-09-17,2014,September,,8,24.0,46.0,3.0,58.0,6.0,17.4,1015.9,0.0
2014-09-17,2014,September,,9,35.0,64.0,4.0,57.0,7.0,18.4,1015.7,0.0
2014-09-17,2014,September,,10,57.0,124.0,5.0,72.0,7.0,20.0,1015.8,0.0
2014-09-17,2014,September,,11,87.0,154.0,7.0,96.0,11.0,20.5,1015.5,0.0
2014-09-17,2014,September,,12,93.0,148.0,8.0,107.0,16.0,21.7,1015.0,0.0
2014-09-17,2014,September,,13,104.0,150.0,7.0,116.0,20.0,21.6,1014.3,0.0
2014-09-17,2014,September,,14,93.0,121.0,6.0,112.0,27.0,22.7,1013.9,0.0
2014-09-17,2014,September,,15,74.0,78.0,5.0,90.0,47.0,22.2,1013.6,0.0
2014-09-17,2014,September,,16,54.0,84.0,5.0,66.0,71.0,22.4,1013.9,0.0
2014-09-17,2014,September,,17,50.0,58.0,4.0,48.0,86.0,20.5,1014.0,0.0
2014-09-17,2014,September,,18,38.0,49.0,3.0,46.0,79.0,18.6,1014.4,0.0
2014-09-17,2014,September,,19,34.0,57.0,2.0,51.0,64.0,17.6,1015.2,0.0
2014-09-17,2014,September,,20,51.0,91.0,3.0,62.0,44.0,15.6,1015.6,0.0
2014-09-17,2014,September,,21,52.0,69.0,3.0,64.0,32.0,14.5,1015.7,0.0
2014-09-17,2014,September,,22,55.0,74.0,3.0,73.0,18.0,13.8,1015.7,0.0
2014-09-17,2014,September,,23,53.0,65.0,3.0,80.0,6.0,13.3,1015.8,0.0
2014-09-18,2014,September,,0,55.0,78.0,3.0,82.0,2.0,13.5,1015.8,0.0
2014-09-18,2014,September,,1,58.0,83.0,2.0,79.0,2.0,13.1,1015.8,0.0
2014-09-18,2014,September,,2,75.0,91.0,2.0,91.0,2.0,12.5,1015.6,0.0
2014-09-18,2014,September,,3,86.0,122.0,2.0,100.0,2.0,11.9,1015.4,0.0
2014-09-18,2014,September,,4,91.0,121.0,2.0,97.0,2.0,12.3,1015.4,0.0
2014-09-18,2014,September,,5,99.0,116.0,2.0,89.0,2.0,11.9,1015.7,0.0
2014-09-18,2014,September,,6,103.0,114.0,2.0,88.0,2.0,12.2,1015.9,0.0
2014-09-18,2014,September,,7,99.0,99.0,2.0,82.0,2.0,15.1,1016.0,0.0
2014-09-18,2014,September,,8,97.0,97.0,2.0,78.0,3.0,18.4,1016.1,0.0
2014-09-18,2014,September,,9,85.0,100.0,3.0,70.0,20.0,21.8,1015.7,0.0
2014-09-18,2014,September,,10,67.33333333333333,78.0,4.0,70.0,41.0,24.5,1015.1,0.0
2014-09-18,2014,September,,11,49.666666666666664,106.0,5.0,71.0,66.0,26.2,1014.0,0.0
2014-09-18,2014,September,,12,32.0,134.0,6.0,66.0,95.0,27.3,1013.1,0.0
2014-09-18,2014,September,,13,71.0,107.0,4.0,66.0,120.0,28.0,1012.1,0.0
2014-09-18,2014,September,,14,64.0,106.0,3.0,58.0,134.0,28.4,1011.3,0.0
2014-09-18,2014,September,,15,59.0,88.0,3.0,49.0,138.0,27.5,1010.6,0.0
2014-09-18,2014,September,,16,61.0,87.0,3.0,42.0,155.0,26.9,1010.5,0.0
2014-09-18,2014,September,,17,41.0,58.0,2.0,27.0,147.0,24.7,1010.6,0.0
2014-09-18,2014,September,,18,30.0,56.0,2.0,35.0,138.0,22.1,1010.7,0.0
2014-09-18,2014,September,,19,38.0,71.0,2.0,51.0,121.0,19.3,1011.4,0.0
2014-09-18,2014,September,,20,40.0,81.0,2.0,72.0,83.0,20.6,1011.6,0.0
2014-09-18,2014,September,,21,44.0,87.0,4.0,74.0,73.0,20.2,1011.4,0.0
2014-09-18,2014,September,,22,58.0,103.0,9.0,72.0,61.0,19.5,1011.0,0.0
2014-09-18,2014,September,,23,54.0,99.0,6.0,66.0,60.0,16.8,1010.3,0.0
2014-09-19,2014,September,,0,54.0,103.0,4.0,60.0,66.0,14.5,1009.9,0.0
2014-09-19,2014,September,,1,60.0,93.0,4.0,56.0,63.0,13.6,1009.5,0.0
2014-09-19,2014,September,,2,73.0,112.0,4.0,76.0,31.0,13.1,1009.3,0.0
2014-09-19,2014,September,,3,90.0,113.0,5.0,57.0,36.0,12.8,1008.8,0.0
2014-09-19,2014,September,,4,99.0,117.0,4.0,67.0,19.0,13.3,1008.6,0.0
2014-09-19,2014,September,,5,110.0,130.0,3.0,80.0,4.0,14.1,1008.6,0.0
2014-09-19,2014,September,,6,96.0,117.0,3.0,91.0,2.0,15.1,1008.9,0.0
2014-09-19,2014,September,,7,63.0,105.0,4.0,108.0,4.0,16.8,1008.6,0.0
2014-09-19,2014,September,,8,72.0,124.0,5.0,107.0,8.0,18.2,1008.7,0.0
2014-09-19,2014,September,,9,84.0,154.0,7.0,111.0,9.0,20.3,1008.4,0.0
2014-09-19,2014,September,,10,99.0,152.0,9.0,110.0,23.0,21.6,1007.2,0.0
2014-09-19,2014,September,,11,107.0,159.0,11.0,124.0,29.0,23.8,1006.4,0.0
2014-09-19,2014,September,,12,129.0,145.0,22.0,56.0,89.0,24.5,1005.4,0.0
2014-09-19,2014,September,,13,100.0,100.0,21.0,23.0,131.0,25.4,1004.2,0.0
2014-09-19,2014,September,,14,89.0,89.0,10.0,21.0,131.0,25.5,1003.3,0.0
2014-09-19,2014,September,,15,76.0,76.0,7.0,25.0,133.0,25.1,1002.6,0.0
2014-09-19,2014,September,,16,68.0,68.0,8.0,25.0,139.0,23.8,1002.8,0.0
2014-09-19,2014,September,,17,63.0,71.0,7.0,31.0,131.0,23.7,1003.4,0.0
2014-09-19,2014,September,,18,52.0,64.0,6.0,31.0,135.0,22.3,1004.0,0.0
2014-09-19,2014,September,,19,53.0,68.0,8.0,34.0,127.0,19.1,1004.8,0.4
2014-09-19,2014,September,,20,63.0,98.0,6.0,52.0,97.0,18.0,1004.9,1.7
2014-09-19,2014,September,,21,85.0,94.0,2.0,71.0,53.0,18.4,1004.8,0.1
2014-09-19,2014,September,,22,91.0,102.0,2.0,104.0,8.0,17.9,1004.8,0.0
2014-09-19,2014,September,,23,108.0,108.0,2.0,118.0,2.0,17.8,1004.5,0.0
2014-09-20,2014,September,,0,121.0,121.0,2.0,104.0,2.0,17.9,1004.2,0.0
2014-09-20,2014,September,,1,132.0,132.0,2.0,110.0,4.0,17.5,1004.1,0.0
2014-09-20,2014,September,,2,133.0,133.0,2.0,119.0,2.0,17.8,1003.8,0.0
2014-09-20,2014,September,,3,138.0,138.0,2.0,87.0,13.0,17.5,1003.8,0.0
2014-09-20,2014,September,,4,140.0,140.0,2.0,67.0,19.0,17.4,1003.7,0.0
2014-09-20,2014,September,,5,131.0,131.0,2.0,58.0,20.0,16.9,1004.2,0.0
2014-09-20,2014,September,,6,119.0,119.0,2.0,45.0,39.0,16.9,1004.7,0.0
2014-09-20,2014,September,,7,114.0,114.0,2.0,71.0,20.0,17.9,1005.1,0.0
2014-09-20,2014,September,,8,119.0,119.0,2.0,91.0,13.0,19.6,1005.5,0.0
2014-09-20,2014,September,,9,125.0,125.0,3.0,76.0,37.0,22.3,1005.5,0.0
2014-09-20,2014,September,,10,117.0,117.0,5.0,66.0,60.0,24.0,1004.9,0.0
2014-09-20,2014,September,,11,119.0,119.0,6.0,45.0,99.0,25.3,1004.3,0.0
2014-09-20,2014,September,,12,116.0,116.0,7.0,38.0,124.0,26.5,1003.7,0.0
2014-09-20,2014,September,,13,130.0,130.0,9.0,45.0,142.0,27.4,1002.9,0.0
2014-09-20,2014,September,,14,127.0,127.0,8.0,38.0,171.0,27.8,1002.4,0.0
2014-09-20,2014,September,,15,111.0,111.0,7.0,31.0,196.0,28.0,1002.4,0.0
2014-09-20,2014,September,,16,99.0,99.0,7.0,31.0,200.0,27.1,1002.4,0.0
2014-09-20,2014,September,,17,111.0,117.0,8.0,45.0,201.0,25.3,1003.0,0.0
2014-09-20,2014,September,,18,139.0,164.0,9.0,55.0,204.0,23.4,1003.8,0.0
2014-09-20,2014,September,,19,150.0,155.0,7.0,54.0,188.0,21.4,1004.8,0.0
2014-09-20,2014,September,,20,155.0,155.0,5.0,55.0,153.0,20.4,1005.9,0.0
2014-09-20,2014,September,,21,173.0,184.0,5.0,64.0,123.0,19.6,1006.5,0.0
2014-09-20,2014,September,,22,186.0,188.0,5.0,49.0,117.0,19.0,1007.0,0.0
2014-09-20,2014,September,,23,198.0,198.0,5.0,69.0,79.0,18.6,1007.9,0.0
2014-09-21,2014,September,,0,223.0,223.0,4.0,110.0,28.0,19.4,1008.7,0.0
2014-09-21,2014,September,,1,223.0,223.0,5.0,94.0,27.0,20.8,1009.1,0.0
2014-09-21,2014,September,,2,195.0,195.0,5.0,55.0,36.0,20.5,1009.5,0.0
2014-09-21,2014,September,,3,184.0,184.0,5.0,48.0,28.0,20.2,1009.7,0.0
2014-09-21,2014,September,,4,177.0,177.0,6.0,49.0,30.0,20.0,1010.3,0.0
2014-09-21,2014,September,,5,124.0,124.0,14.0,50.0,30.0,19.8,1011.1,0.0
2014-09-21,2014,September,,6,98.0,98.0,22.0,51.0,31.0,19.6,1011.4,0.0
2014-09-21,2014,September,,7,78.0,78.0,26.0,61.0,25.0,19.9,1011.8,0.0
2014-09-21,2014,September,,8,63.0,66.0,26.0,63.0,28.0,21.5,1012.4,0.0
2014-09-21,2014,September,,9,66.0,80.0,26.0,61.0,31.0,21.2,1012.7,0.0
2014-09-21,2014,September,,10,60.0,73.0,28.0,63.0,44.0,22.4,1012.4,0.0
2014-09-21,2014,September,,11,51.0,67.0,29.0,55.0,56.0,23.5,1011.8,0.0
2014-09-21,2014,September,,12,65.0,94.0,43.0,57.0,63.0,24.6,1011.2,0.0
2014-09-21,2014,September,,13,88.0,109.0,45.0,48.0,90.0,25.1,1010.5,0.0
2014-09-21,2014,September,,14,92.0,110.0,36.0,43.0,117.0,24.7,1010.0,0.0
2014-09-21,2014,September,,15,106.0,115.0,29.0,36.0,142.0,24.7,1009.9,0.0
2014-09-21,2014,September,,16,105.0,108.0,21.0,35.0,148.0,24.3,1010.2,0.0
2014-09-21,2014,September,,17,103.0,115.0,17.0,36.0,137.0,23.4,1010.5,0.0
2014-09-21,2014,September,,18,103.0,114.0,14.0,38.0,127.0,23.0,1011.3,0.0
2014-09-21,2014,September,,19,93.0,108.0,9.0,39.0,106.0,22.5,1012.1,0.0
2014-09-21,2014,September,,20,96.0,100.0,7.0,41.0,90.0,22.4,1012.6,0.0
2014-09-21,2014,September,,21,92.0,92.0,7.0,38.0,88.0,22.0,1012.8,0.0
2014-09-21,2014,September,,22,86.0,86.0,7.0,43.0,79.0,21.8,1012.7,0.0
2014-09-21,2014,September,,23,92.0,92.0,9.0,42.0,77.0,20.2,1012.7,0.0
2014-09-22,2014,September,,0,85.0,85.0,7.0,47.0,65.0,20.6,1013.0,0.0
2014-09-22,2014,September,,1,91.0,91.0,7.0,54.0,46.0,20.7,1013.0,0.0
2014-09-22,2014,September,,2,82.0,82.0,8.0,69.0,22.0,21.0,1012.9,0.0
2014-09-22,2014,September,,3,79.0,79.0,9.0,74.0,13.0,20.9,1012.5,0.0
2014-09-22,2014,September,,4,72.0,72.0,11.0,62.0,24.0,20.7,1012.6,0.0
2014-09-22,2014,September,,5,75.0,75.0,10.0,58.0,19.0,20.4,1013.1,0.0
2014-09-22,2014,September,,6,75.0,75.0,9.0,47.0,26.0,20.3,1013.2,0.0
2014-09-22,2014,September,,7,74.0,74.0,11.0,54.0,19.0,20.5,1013.6,0.0
2014-09-22,2014,September,,8,85.0,89.0,14.0,67.0,12.0,20.7,1013.8,0.0
2014-09-22,2014,September,,9,89.0,105.0,17.0,70.0,19.0,20.9,1013.9,0.0
2014-09-22,2014,September,,10,99.0,118.0,19.0,82.0,12.0,21.1,1013.5,0.0
2014-09-22,2014,September,,11,105.0,132.0,21.0,86.0,12.0,21.1,1013.0,0.0
2014-09-22,2014,September,,12,118.0,149.0,19.0,92.0,8.0,21.6,1012.4,0.0
2014-09-22,2014,September,,13,133.0,188.0,18.0,86.0,14.0,21.2,1011.8,0.0
2014-09-22,2014,September,,14,144.0,212.0,16.0,89.0,10.0,21.1,1011.4,0.0
2014-09-22,2014,September,,15,144.0,212.0,15.0,92.0,9.0,20.8,1011.0,0.0
2014-09-22,2014,September,,16,128.0,128.0,16.0,92.0,9.0,20.6,1011.1,0.0
2014-09-22,2014,September,,17,124.0,124.0,18.0,90.0,10.0,20.6,1011.7,0.0
2014-09-22,2014,September,,18,108.0,108.0,17.0,89.0,9.0,19.6,1012.2,0.0
2014-09-22,2014,September,,19,103.0,103.0,16.0,84.0,12.0,19.3,1012.7,0.0
2014-09-22,2014,September,,20,111.0,111.0,14.0,88.0,4.0,18.8,1012.7,6.5
2014-09-22,2014,September,,21,109.0,109.0,9.0,77.0,4.0,18.8,1012.7,0.0
2014-09-22,2014,September,,22,105.0,105.0,6.0,70.0,3.0,18.7,1012.9,0.3
2014-09-22,2014,September,,23,106.0,106.0,6.0,67.0,2.0,18.7,1012.8,0.9
2014-09-23,2014,September,,0,103.0,103.0,5.0,62.0,3.0,18.7,1012.3,0.3
2014-09-23,2014,September,,1,95.0,95.0,4.0,60.0,4.0,18.5,1012.4,0.2
2014-09-23,2014,September,,2,90.0,90.0,4.0,57.0,4.0,18.2,1012.0,0.4
2014-09-23,2014,September,,3,76.0,76.0,3.0,54.0,6.0,17.9,1011.7,0.2
2014-09-23,2014,September,,4,67.0,67.0,3.0,51.0,12.0,17.6,1011.7,0.3
2014-09-23,2014,September,,5,55.0,55.0,3.0,44.0,18.0,17.5,1012.1,0.1
2014-09-23,2014,September,,6,46.0,46.0,4.0,43.0,19.0,17.4,1012.4,0.0
2014-09-23,2014,September,,7,43.0,43.0,3.0,58.0,8.0,17.8,1013.0,0.6
2014-09-23,2014,September,,8,48.0,48.0,3.0,62.0,6.0,17.8,1013.5,1.1
2014-09-23,2014,September,,9,47.0,47.0,4.0,58.0,6.0,18.0,1013.4,0.4
2014-09-23,2014,September,,10,45.0,45.0,4.0,55.0,8.0,18.3,1012.8,0.0
2014-09-23,2014,September,,11,39.0,39.0,4.0,50.0,11.4,18.7,1012.4,0.1
2014-09-23,2014,September,,12,46.0,46.0,2.0,46.0,14.8,18.5,1012.1,0.2
2014-09-23,2014,September,,13,49.0,49.0,2.0,35.0,18.2,18.1,1011.4,0.5
2014-09-23,2014,September,,14,41.0,41.0,2.0,41.0,21.6,17.4,1011.0,0.5
2014-09-23,2014,September,,15,33.0,33.0,2.0,47.0,25.0,17.2,1010.8,1.4
2014-09-23,2014,September,,16,34.0,34.0,2.0,53.0,11.0,17.3,1010.5,0.8
2014-09-23,2014,September,,17,34.0,34.0,2.0,59.0,7.0,17.4,1010.4,0.6
2014-09-23,2014,September,,18,40.0,40.0,2.0,62.0,4.0,17.3,1010.2,0.8
2014-09-23,2014,September,,19,43.0,43.0,2.0,68.0,3.0,17.3,1010.7,0.2
2014-09-23,2014,September,,20,52.0,52.0,2.0,72.0,2.0,17.2,1010.8,0.1
2014-09-23,2014,September,,21,53.0,53.0,2.0,60.0,3.0,17.3,1010.9,0.2
2014-09-23,2014,September,,22,44.0,44.0,2.0,53.0,3.0,17.3,1011.2,0.6
2014-09-23,2014,September,,23,46.0,46.0,2.0,52.0,3.0,17.4,1011.2,0.3
2014-09-24,2014,September,,0,44.0,44.0,2.0,48.0,5.0,17.4,1011.1,1.2
2014-09-24,2014,September,,1,39.0,39.0,2.0,45.0,5.0,17.2,1011.0,1.1
2014-09-24,2014,September,,2,34.0,34.0,2.0,47.0,3.0,16.8,1010.8,1.0
2014-09-24,2014,September,,3,35.0,35.0,2.0,51.0,2.0,16.6,1010.9,0.9
2014-09-24,2014,September,,4,39.0,39.0,3.0,52.0,2.0,16.6,1011.0,0.1
2014-09-24,2014,September,,5,21.0,21.0,2.0,23.0,10.0,16.5,1010.9,0.1
2014-09-24,2014,September,,6,10.0,10.0,2.0,26.0,10.0,16.7,1011.6,0.0
2014-09-24,2014,September,,7,11.0,11.0,2.0,36.0,2.0,17.6,1012.0,0.1
2014-09-24,2014,September,,8,11.0,11.0,2.0,38.0,2.0,18.7,1012.2,0.0
2014-09-24,2014,September,,9,20.0,20.0,3.0,34.0,7.0,19.7,1012.0,0.0
2014-09-24,2014,September,,10,27.0,27.0,2.0,30.0,18.0,22.1,1011.2,0.0
2014-09-24,2014,September,,11,24.8,24.8,2.0,28.2,30.4,23.5,1010.4,0.0
2014-09-24,2014,September,,12,22.6,22.6,2.0,26.4,42.8,24.4,1009.8,0.0
2014-09-24,2014,September,,13,20.4,20.4,2.0,24.6,55.2,25.6,1008.9,0.0
2014-09-24,2014,September,,14,18.2,18.2,2.0,22.8,67.6,26.6,1008.4,0.0
2014-09-24,2014,September,,15,16.0,16.0,2.0,21.0,80.0,25.2,1008.4,0.0
2014-09-24,2014,September,,16,18.0,20.0,2.0,25.0,87.0,24.7,1008.6,0.0
2014-09-24,2014,September,,17,28.0,38.0,2.0,38.0,82.0,22.8,1009.0,0.0
